id,protein,gene_symbols
641,B7Z876;B7Z3A4;A0A0A0MT33;Q9UPN6;Q05BU5,SCAF8;RBM16
642,P51532;A0A2R8Y4P4;A0A2R8Y7S2;A7E2E1;A0A0A0MT49;Q9HBD4;B9EGQ8;A0A2R8YGG3;A0A2R8Y440;A0A2R8YG32;A0A2R8Y7F3;A0A2R8Y6V2;A0A2R8Y6N0;A0A2R8YF80;A0A2R8Y7Y7;A0A2R8YF58;A0A2R8Y526;A0A2R8Y4C5;A0A2R8YDA1;B4E0F1;B4DSI8;A0A2R8YGP5;Q59FZ6;A0A2R8Y523;B3KNW7,SMARCA4
643,A0A0A0MT60;Q5T1M5;B4DZS8;B4DVS2,FKBP15
644,A0A0A0MTB8;Q8NI36,WDR36
645,A0A0A0MTR7;A0A0A0MTC1;Q63HN8,RNF213
646,V9HWF0;A0A0A0MTH3;Q13418,HEL-S-28;ILK
647,Q2M1V9;A0A0A0MTH9;O14981,BTAF1
648,Q3LIE7;B7ZAV4;A0A0A0MTI1;Q15392;H7C4B7;B7Z546;B7Z943;B7Z919,Nbla03646;DHCR24
649,H7C046;A0A0R4J2G3;A0A0A0MTJ9;Q6PIU2,NCEH1
650,B4DZD8;A0A0A0MTL6;Q6ZS17;H3BSX9,FAM65A
651,A0A140VKB1;A0A0A0MTN0;Q13617;Q5T2B5;B7Z1Y1,CUL2
652,A4UJ43;A0A0A0MTN3;Q6FGJ9;Q59EJ5;P21266;B4E2J2,GSTM3
653,A0A0A0MTR2;Q8N543;H3BR79;H3BUA6,OGFOD1
654,A0A0A1HAV6;A8K6I8;P20337,RAB3B
655,A0A0A6YYG7;Q6IBW4;E5RJN3,NCAPH2
656,B3KRR1;B3KSL5;A0A0A6YYJ8;Q9Y383,LUC7L2
657,Q92995;A0A0A6YZ17;H7C5J3,USP13
658,A0A0A8K8C0;Q9H6W3,URLC2;NO66
659,F6XU50;Q6I7N8;A0A0B4J1V9;Q9NRZ9;A0A087WSW7,HELLS
660,O75448;A0A0B4J1W0;F5GY88;B4E1A5;B4DSQ6;B4DV99;F5H5K2;B4DDR8;B4E0S3,MED24
661,A0A0B4J1Z1;B4DEK2;C9JAB2;Q16629;Q8NB80,SRSF7
662,A0A0B4J291;Q8N8U2,CDYL2
663,B4DKJ4;A0A0P1J1R0;Q5W0H4;A0A0B4J2C3;P13693;Q9UP43;B4DLD6;J3KPG2;E9PJF7,TPT1
664,Q9H334;A0A0B4J2F3;Q548T7;Q8TEA2;A0A3B3IST0;A0A3B3IST6;A0A3B3IT66;B4DMV4;G5E965;A0A3B3IUB6;A0A3B3IS20;A0A3B3IRW5;A0A3B3IRS5;Q8IXF4;A0A3B3IT14;A0A3B3IS87;A3KMG1;H0Y882;C9J0F0,FOXP1;hFKHLB
665,A0A0B4J2G4;Q15345;A0A087X0S7;A0A087WTU1;Q562F1;B4DK79;Q53F69;A0A0C4DH00,LRRC41
666,E7EUL6;C7FEN9;A0A0C3SFZ7;D3DNP4;Q03112,MECOM;EVI1
667,A0A0C4DFL8;F5GX28;B7ZM63;O94953;B3KX69,KDM4B;JMJD2B
668,A0A0C4DFX9;Q9H3P2;B3KSP0;B3KTK5;Q53GS8;H0Y3X6;B3KM78;H7C2C7;C9JHL4,NELFA;WHSC2
669,A8K6X3;A0A0C4DG89;D3DQA6,DDX46
670,Q59GQ7;A0A0C4DGA6;Q14527;A8K5B6,HLTF
671,Q14839;A0A0C4DGG9;A0A2R8Y521;A0A2R8Y212;F5GWX5;A0A2U3TZM0;A0A2R8YFK9;A0A2R8Y5J0;A0A2R8Y425;B3KY63;A0A2R8YFD8;A0A2R8YD40;A0A2R8YDJ9;A0A2R8YDW2;A0A2R8Y4X2;A0A2R8Y8C1;A0A2R8YER1;A0A2R8Y445;A0A2R8Y5Z7;A0A2R8Y5M9,CHD4
672,A0A0C4DGL3;H0YNW5;H0YKC5;P33316;H0YMM5;H0YNJ9;H0YKI0;H0YMP1,DUT
673,K7EM73;K7ELJ7;A0A0C4DGQ5;P04632;K7EIV0;A0A075B7C0,CAPNS1
674,B4DDR0;A0A0C4DH01;Q53GZ2;Q9NVU0,POLR3E
675,P21127;A0A0D9SEN2;A0A0D9SER5;A0A0D9SEI3;B4E3D9;A4VCI5;Q6P5Y5;Q9UQ88;Q5QPR3;Q5QPR4;Q4VBY6;Q96CA8;B4E0N4,CDK11B;CDC2L1;CDC2L2;CDK11A
676,B4DKV5;B4DG54;A0A0D9SEJ5;F5GY05;B4DSS4;Q96EK7,FAM120B
677,A0A0D9SEM4;Q53F45;A8K644;Q08170;Q59EF5;B4DEM8,SRSF4;SFRS4
678,V9HWH3;A0A0D9SEY1;O95819;B7Z388;E7EN19;Q53TX8;B7Z3V5;E7ENQ1;G3XAA2;G5E948;H7C360;C9J840;E7EX83;A0A0D9SG62;Q5MD60;H7C0P6;Q9UKE5;Q8N4C8,HEL-S-31;MAP4K4;TNIK;MINK1
679,B5BTY4;A0A2R8Y4A4;O00571;A0A0D9SF53;A0A2R8YFS5;A0A0D9SG12;A0A2R8YF78;A0A0D9SFB3;A0A2U3TZJ9;A0A2R8YFR4;A0A2R8YCW1;Q59GX6;A0A2R8Y5G6;A0A2R8Y645;F6S8Q4;A0A2R8YDH3;Q5S4N1;B4DLU5,DDX3X
680,Q8N6H7;G5E9L0;A0A0D9SF70;B3KV00;B4E327;E9PMU9;H0YDN9;E9PQP3,ARFGAP2
681,A0A0D9SFL2;M0QYH2;A0A1S5RA93;Q96T60;M0R3C8;M0QYI1,PNKP
682,A0A0D9SFM0;Q149N8;K4DI94;B3KX98,SHPRH
683,A0A0D9SG77;A0A1B0GVL3;Q9H2G0;Q5W7F7;Q05086;Q9BUI6;Q96GR7,UBE3A
684,A0A0D9SGE8;Q8IWS0;Q5JRC6;B4E138,PHF6
685,J3KNX4;D6W5Y8;A0A0D9SGJ8;Q2TAK8,MUM1
686,A0A0F7KYT8;A0A0F7L0Q8;P51114;A0A0F7L1S3;B4DXZ6;B4DM21;E9PFF5;B4DM78;B4DGH9;E7EU85,FXR1
687,H9KV28;A0RZB8;A0A140T8Z0;Q6URC4;A0A0G2JH68;O60610;A0A1E1ERW3;A0A2R8Y5N1;B4DVR3,DIAPH1
688,A0A0G2JIS2;A0A1U9X7P8;A0A024RCN9;B7Z852;A2ABF8;A0A0G2JIR1;Q96KQ7;A2ABF9;A0A0G2JK64;Q59FM7;A0A0G2JRR0;A0A0G2JRN8,EHMT2
689,P0DMV8;P0DMV9;A0A0G2JIW1;A0A1U9X7W4;A8K5I0;Q59EJ3;B4DNT8;B4DWK5;B4DI39;B4DFN9;B4E388;B4E1S9;B4DVU9;B3KTT5;V9GZ37;B4DNX1;B4E1T6,HSPA1A;HSPA1B;HEL-S-103
690,B7Z7J5;A0A0G2JKR7;J3JS71;Q5STP9;A0A0S2Z570;P28702;Q06310;A0A0S2Z4M5,RXRB
691,A0A0G2JMB2;Q6MZV6;Q6MZW0;Q6N090;Q8WY24;Q96K68;Q8NCL6;Q6ZVX0;Q7Z374;Q6P089;Q6MZX9;Q7Z379;Q9NPP6;A0A286YEY1;Q9UP60;P01876;Q6ZW64;A0A286YEY5;Q96DK0;Q6N041;Q6N091;Q6N092;P01877,DKFZp686L19235;DKFZp686J11235;DKFZp686G21220;DKFZp686C02218;IGH@;DKFZp686M08189;DKFZp686K04218;SNC73;IGHA1;DKFZp686O16217;DKFZp686C02220;DKFZp686K18196;IGHA2
692,A0A0G2JMS7;A0A0G2JNZ2;A0A0G2JPP5;Q14160;A0PJK8,SCRIB
693,Q6ZT60;Q12979;A0A1C7CYZ0;B7Z7Z1;A0A0G2JQ41;B7Z2X0;B7Z683;I3L2P5,ABR
694,A0A0J9YYL3;A0A0J9YVP6;A0A0J9YXJ8;A0A0J9YXX5;Q9UHX1;A0A0J9YVR6;E9PQ56;A0A0J9YWM1;H0YEM1,PUF60
695,O75190;B4DVN1;A0A0J9YX62;B4DNN5;A7UJ17;C9J2C4;B4DNF1;E9PH18;B4DMJ9;C9J2P2;F8WCZ4;C9JDX6;C9JDR7;C9JB42,DNAJB6
696,B4DLY4;B4DJW1;B4DZ08;B2RBW5;A0A0K0K1H7;A2A274;Q99798;B4DW08;B4DEC3,ACO2
697,Q05DH1;A0A0K0K1K4;O14818;H0Y586,PSMA7
698,M0R261;A0A0K0K1K7;O95336,PGLS
699,A0A384NQ35;Q6FHU3;A0A0K0K1L8;Q06323,PSME1
700,P69905;A0A1S5UZ39;A0A1K0GXZ1;A0A0K2BMD8;A0A385HVY8;A0A385HW02;A0A385HW21;D1MGQ2;I1VZV6;A0A385HW00;A0A385HW63;G3V1N2;A0A385HVZ2;A0A2R8Y7C0;V9H1D9;Q9BX83;E9M4D4;E1B2D1;U6A216,HBA1;HBA2
701,P43243;A8MXP9;A0A0R4J2E8;Q68D11;D6REM6;D6R991,MATR3;DKFZp686K23100
702,B2WTI3;B2WTI4;K7EJU9;A0A0S2PZM4;Q6NYC1,JMJD6
703,A0A0S2Q0B1;O14497;H0Y488;A0A1B0GTU5,ARID1A
704,A0A0S2Z2Z6;P08133;A8K3Q7;B7Z582;Q6ZP35;E7EMC6,ANXA6
705,D6RAD4;A0A0S2Z3F9;P50613;D6R9G1,CDK7
706,A0A0S2Z3G9;O43707;Q96BG6;F5GXS2,ACTN4
707,A0A0S2Z3H1;P42575;B4E085;D3DXE0;D3DXD9;B4E0I5;D3DXD8,CASP2;hCG_20684
708,A0A0S2Z3S5;A0A0S2Z3H8;P63092;Q5JWF2;B0AZR9;Q5FWY2;Q14455;O60726,GNAS;GSA
709,Q5T081;A0A0S2Z3I4;A0A0S2Z404;P18754;C9JW69;C9JRH2;C9J3R0;C9JMJ4;C9JQZ4,RCC1
710,A0A0S2Z3L0;P13804;H0YK49;H0YL12;H0YNX6;H0YKF0;H0YLU7;A0A0S2Z3M4,ETFA
711,A0A0S2Z3L2;P16615;H7C5W9,ATP2A2
712,L7RT18;A0A0S2Z3Q4;P46108;A0A0S2Z3K9;I3L297,CRK
713,A0A0S2Z3R2;Q53XM5;O15287;B4DE21;A0A0S2Z4A7;C9JSE3,FANCG
714,A0A0S2Z3X8;P31150;B4DHX4;B4DH24,GDI1
715,A0A0S2Z410;Q99714;Q5H928;A0A0S2Z434,HSD17B10
716,Q6IB91;A0A384MTT2;A0A0S2Z430;Q16822;H0YML5;A0A0S2Z4C0,PCK2
717,A0A0S2Z470;Q96FT4;A0A0S2Z456;Q92733;A0A0S2Z483,PRCC
718,O00232;A0A0S2Z489,PSMD12
719,A0A0S2Z491;P06748;A0A0S2Z4G7;A4ZU86;A0A140VJQ2;Q9BTI9,NPM1
720,A0A0S2Z4A5;P33993;C6EMX8;B2RBA6;B4DDF5;B3KUD7;Q9H4N9,MCM7
721,A0A0S2Z4B5;A0A0S2Z4C6;Q08209;E9PPC8;E9PK68;E7ETC2,PPP3CA
722,A0A0S2Z4C3;P07954;A0A0S2Z3S9;A0A0S2Z3W2;A0A0S2Z3X6;A0A0S2Z4H0,FH
723,P16333;A0A0S2Z4Y3;B2R6S4;A0A0S2Z4E4;C9J0K5;A0A0S2Z4D7;C9J869;C9JVV5;C9K098,NCK1
724,B2RDE1;A0A0S2Z4G4;A0A087WWU8;Q5HYB6;Q8NAG3;B4DWT5;D6R904,TPM3;DKFZp686J1372
725,P51659;A0A0S2Z4J1;B2R659;A0A2R8YD50;B4DDM5;E7EWE5;B4DSD0;E7ER27;G5E9S2;B4DI68;E7ET17;A0A2R8Y7L2;B3KSP2;E7EPL9;Q59H27,HSD17B4
726,O15305;H3BV55;A0A0S2Z4J6;B2R6D4;A0A291FGD1;H3BPH4;B7Z6A1,PMM2
727,A0A0S2Z4K6;Q53GU8;A0A0S2Z4Q2;Q15582;H0Y8L3,TGFBI
728,A0A0S2Z4R1;P54577;A0A0C4DGZ5,YARS
729,B4E1E2;A0A0S2Z4R4;O14964;A0A0S2Z4Q4;I3L1E3,HGS
730,Q53HJ4;B2R7C5;A0A0S2Z4T1;P25205;A0A0S2Z492;J3KQ69;B4DUQ9;A0A499FHX9;Q8NHX6;B4DS46,MCM3;HCC5
731,E9PNR2;A0A0S2Z4T5;A0A0S2Z4U0;Q13671;B4DW96;B4DN44;B7Z310;Q59FL5,RIN1
732,A0A0S2Z4V5;A0A0S2Z556;O60828;H7C053,PQBP1
733,A0A0S2Z4W1;A9Z1X7;B7Z7U0;A0A0S2Z4Z6;Q8IYB3;E9PCT1;M0R088,SRRM1
734,A0A0S2Z4Y4;A0A0S2Z5H3;Q14677,CLINT1
735,A0A0S2Z4Y5;Q5QPK2;H0Y368;O60762;Q5QPJ9,DPM1
736,A0A0S2Z4Z0;Q96PK6;Q59GV2,RBM14
737,Q2TU65;B3KQM3;A0A0S2Z4Z8;O43353,RIPK2
738,A8K525;A0A0S2Z4Z9;Q15233;H7C367,NONO
739,B7ZA56;B4E184;A0A0S2Z500;Q96CV9;A0A0S2Z5I6,OPTN
740,Q5JRI1;Q53GD7;A0A0S2Z504;O75494,SRSF10
741,K7EQ02;K7EQ55;K7EK33;A0A0S2Z569;Q96EP5,DAZAP1
742,B7Z6M7;F5H008;B7Z1N4;A0A2R8YDQ0;A0A0S2Z577;Q9H267,VPS33B
743,A0A0S2Z583;Q8TC12;G3V2G6;A0A0S2Z575;H0YIZ8;G3V234;B3KQ19,RDH11
744,Q53GM9;B2R9B4;A0A0S2Z595;P15407;E9PPX2,FOSL1
745,A0A0S2Z5B8;A0A0S2Z5D4;Q9UJW0;B4DL03,DCTN4
746,A0A0S2Z5C3;Q9NWT1,PAK1IP1
747,A0A0S2Z5C7;I3L419;A0A0S2Z5F0;Q9BSJ6;I3L156,FAM64A
748,Q86U06;A0A0S2Z5D9;B2RDP1;A0A0S2Z5J3;A0A0S2Z5I1;Q6IA98;B7Z8M4;G3XAP0;G3V5Z6;B3KWQ8;H0YJJ3,RBM23;RNPC4
749,A0A0S2Z5E9;Q69YN2,CWF19L1
750,E9PF19;B4DY50;A0A0S2Z5F3;Q8N2L6;B2RB52;A0A384MDS4;Q9Y4P3;B4DY59;Q96E41;A0A0S2Z5C1,TBL2
751,Q53FV3;A0A0S2Z5H7;D6RAX7;Q9BT78;B3KM48;D6RFN0;D6RD63,COPS4
752,A8K586;A0A0S2Z5J4;O00203;Q3MNE1;A0A0S2Z4Z4,AP3B1
753,A0A0S2Z5L0;Q9BRX5;A0A0S2Z5P2,GINS3
754,B4DRU9;A0A0S2Z5L1;Q9NUQ8,ABCF3
755,B3KQF0;A0A0S2Z5M1;Q9UGP8;B3KNE7,SEC63
756,G5E9D5;B3KT00;B4DT15;A0A0S2Z5M8;Q9BQ52;B3KSU9;B4E365;E7ES68,ELAC2
757,Q9BTE3;A0A0S2Z5P5,MCMBP
758,B3KVZ3;A0A0S2Z5T0;Q9H3R5;H0Y9E6,CENPH
759,B7WPG3;C9IYN3;A8K894;D6W592;A0A0S2Z6K1;A0A0S2Z5U3;Q8WVV9;A0A0S2Z610,HNRNPLL;HNRPLL
760,A0A0S2Z5V7;A0A3B3IUB5;Q8TCT9;A0A075B6F6;A0A0S2Z6F0;A0A3B3IT72,HM13
761,A0A0S2Z652;P83436;B3KSN1,COG7
762,A0A0S2Z693;Q96RQ3;E9PHF7;Q68D27;F5GYT8;E9PG35;B4DH16;G5E9X5;B4DHW5,MCCC1;DKFZp686B20267
763,O94880;A0A0U1RRH6;B4DG57,PHF14
764,Q5U0A0;A0A109NGN6;P28066,PSMA5
765,A0A140CZL6;A0A140CZL5;Q05DJ2;J3QSB7;A0A140CZL4;Q6FHT1;Q6FHP1;A0A384ME80;B4DUC8;Q13126;F2Z2F3,MTAP
766,A0A140VJD0;Q9UFC0;H7C5N7,LRWD1
767,Q86U79;A0A140VJE0;P55263,ADK
768,Q96B43;F8VRR3;F8VQZ7;A0A140VJE3;P50579;G3V1U3;B3KWL6,METAP2
769,Q8IY97;A0A140VJE7;B3KXW5;O43747;B4DS96;B4DDL1,AP1G1
770,P63010;A0A140VJE8;A8K916;A8K0G3;H0UID3;H0UID4;H0UID5;A0A087X253;Q68DI0;B4DWG4;B4E261;A0A087WZQ6;A0A087WU93;A0A087WYD1;B4DIL5,AP2B1;DKFZp781K0743
771,A0A140VJF3;O43684;J3QT28;B4DDM6,BUB3
772,P53004;A0A140VJF4,BLVRA
773,P21964;A0A140VJG8;B8XPJ8;B8XPJ7;E7EUU8;E7EMS6,COMT
774,A0A140VJI7;Q16610,ECM1
775,A0A140VJJ2;P10768;X6RA14;H7BZT7;U3KQT1,ESD
776,A0A140VJK1;O76003,GLRX3
777,Q53T76;A8K1Z2;A0A140VJK2;P43304;B7Z601,GPD2
778,A0A140VJK6;P49915;B4DUT7;Q53F90,GMPS
779,B4E0H8;A0A140VJM0;P26006;H0YA49;Q59F03,ITGA3
780,A0A140VJN3;Q9H9A6,LRRC40
781,A0A140VJP2;Q9NZL9;A8K7A4;B7Z1X8;H7C0X7,MAT2B
782,A0A140VJP5;P31153;B4DEX8,MAT2A
783,P04181;A0A140VJQ4;Q59HE2,OAT
784,F5GZ78;B3KVL0;A0A140VJQ8;A0A1B0GTU4;P49023;A0A1B0GU60;Q59GS5;B4DRY6,PXN
785,Q8WZ56;Q5U0I7;B3KRM2;A0A140VJS0;P62714;B3KQ51;E7ESG8;E5RHC1,PPP2CB;PPP2CA
786,Q59GS3;A0A140VJS3;P62195;J3QQM1;J3QLH6;J3KRP2;J3QSA9;J3QSE0,PSMC5
787,A0A140VJS6;P49721;B7Z478,PSMB2
788,Q56VW8;A0A140VJT0;P63151,PPP2R2A
789,A0A140VJT8;P13489;A0A024RC87;H0YCR7,RNH1
790,A2A2D0;P16949;A0A140VJW2;B5BU83;Q59G27;Q96CE4,STMN1
791,D3DP78;A0A140VJW5;P14868;Q53T60,DARS
792,A0A140VJX1;P24752;E9PRQ6,ACAT1
793,A0A140VJX5;Q96SK2,TMEM209
794,Q9BV61;Q59EK6;Q53FS6;A0A140VJY2;Q12931;Q8N9Z3;Q53G55;Q5CAQ4;I3L0K7;K0A7K7,TRAP1
795,A0A140VJY7;Q9BRA2;I3L0K2;I3L3M7;I3L2R6,TXNDC17
796,P45974;A0A140VJZ1,USP5
797,A0A140VK00;P25311;C9JEV0;A0JLQ0,AZGP1
798,Q6DEN2;A0A140VK07;Q8IXW6;Q14195,DPYSL3
799,Q9H9B7;A0A140VK12;Q9UBF2;Q9NUP3;B3KND4,COPG2
800,A0A140VK27;P09960;B4DVZ8,LTA4H
801,A0A140VK29;Q9HCC0;D6RD67,MCCC2
802,A0A140VK39;Q9Y570,PPME1
803,E9PM69;R4GNH3;A8K781;A0A140VK42;P17980;E9PKD5,PSMC3
804,Q6IB71;A0A140VK43;P25788,PSMA3
805,A0A140VK44;G3V5Z7;P60900;G3V295;G3V3I1;G3V3U4,PSMA6
806,Q53FT8;A0A140VK45;P20618;Q59GN1,PSMB1
807,P28070;A0A140VK46;B4DFL3,PSMB4
808,A0A140VK49;Q7KZF4;B2R5U1;Q59FF0;B4E299;B3KU67;I6TRR8,SND1
809,A0A140VK53;Q9UQ35;O60382,SRRM2;KIAA0324
810,A0A140VK56;P37837;F2Z393,TALDO1
811,A0A140VK65;P21281;Q59HF3;H0YC04,ATP6V1B2
812,A0A140VK70;P35998;Q75L23,PSMC2
813,C9J177;H7C003;A0A140VK83;Q15435;B5MBZ8;C9JD73,PPP1R7
814,A0A140VK94;F6WQW2;P43487;C9JXG8;D3DX26;C9JJ34;C9JDM3;B7Z6U1;C9JGV6;B4DE76,RANBP1
815,E9PGZ1;A0A140VKA0;Q9NYG1;B7Z6G4;C9J813;B4DPW5;Q6PJM5,CALD1
816,H7C3I1;F6VDH7;Q3KNR6;Q1XBU6;B7ZA40;Q0IJ56;B4E0U6;A0A140VKA6;Q8IZP2;P50502;Q8NFI4;D6W507,ST13;ST13P4;ST13P5;hCG_1990625
817,P51608;E9LUH4;A0A140VKC4;D5L9I5;D3YJ43;D9ZNA4;D0UU70;C6KG45;E9LUH3;E1B2J3;A8K079;A0A075BPP5;A0A087X1U4;A0A0S2Z401;C6KG44;D6QZ43,MECP2
818,Q13409;A0A140VKE9;B4DPZ3;Q59GU5;E7EQL5;E7EV09;E7EQU2;E7EMU4,DYNC1I2
819,A0A140VKF1;Q99661;B7Z6Q6;A8K3S3;B7Z7M6;Q8N5N1;Q5JR91,KIF2C
820,A0A140VKF2;O00487;Q4ZG77,PSMD14
821,A0A158RFU6;P51149;C9J8S3;B4DPH9;C9J4V0;C9J4S4;C9J592,RAB7A
822,P02788;A0A161I202;A8K494;B3VMW0;B7ZAL5;E7EQB2;V9HWI4;E7ER44;W8QEY1;Q5EK51;Q2TUW9;B3KSL2;B2MV14;Q19KS2,LTF;HEL110
823,A0A1B0GTY1;A0A1B0GUC3;A0A1B0GV98;A0A1B0GTC5;A0A1B0GU26;B3KU60;A0A1B0GTC3;A0A1B0GVH5;Q9C0B1,FTO
824,B7Z2F7;A0A1B0GTF3;O43301;B7Z2M8,HSPA12A
825,A0A1B0GTY9;A0A1B0GUA1;A0A1B0GTG2;A0A1B0GW82;A0A1B0GW77;P49419;A0A0J9YWF7;A0A1B0GUY0;A0A1B0GTJ4;A0A384MDZ8;A0A1B0GV49,ALDH7A1
826,P30566;Q71UA4;X5D8S6;A0A1B0GTJ7;A0A1B0GWJ0;A0A1B0GTG9;B4DP46;A8K4X6;A0A1B0GWF8;X5D2Z4;X5DP48;A0A0A6YY92;A0A096LNY6;A0A096LNY5;B4DUM2,ADSL
827,H7C469;A0A1B0GW44;A0A1B0GV23;A0A1B0GVD5;A0A1B0GWE8;V9HWI3;A0A1B0GU92;A0A1B0GU03;P07339;A0A1B0GVP3;F8WD96;C9JH19,HEL-S-130P;CTSD
828,A0A1B0GUA3;Q96EK5;A0A1B0GUH6,KIAA1279
829,E7EUW9;Q53TD9;A0A1B0GVV8;A0A1B0GW50;A0JP08;A0A1B0GV02;O60315;A0A1X7SC99;A0A1B0GWI0,ZEB2;ZFHX1B
830,Q9H9B1;A0A1B0GV09;A0A1B0GU48;A0A0C4DGF8,EHMT1
831,A0A1B0GWA0;Q8IZM8,ZNF654
832,Q16555;A0A1C7CYX9;Q59GB4;Q53ET2;Q86U75,DPYSL2
833,A0A1L1UHR1;P21796;B3KTS5;C9JI87,VDAC1
834,G3V1S6;B7Z6K2;A0A1L7NY50;A0A1L7NY41;Q10471;B7Z462,GALNT2
835,A0A1P0AZG4;A0PJI9,C10orf12
836,A0A1P7ZIM8;Q8WWI1;E9PMS6;J3KP06;F8J2B5;F8WD26;B7Z8W3;E9PMP7;E9PMT2;A0A0A0MTE2;H0Y424,LMO7
837,Q5TIG5;G1UI22;A8MQ02;A0A1P7ZIN0;J3KN01;P55196,MLLT4
838,Q00653;A0A1P8C958;D3DR86,NFKB2
839,A0A1S5UZ07;Q9Y490,TLN1
840,A0A1S5UZ31;Q9H2D6;H0Y5J9,TRIOBP
841,A0A1S5UZH2;Q8TDZ2,MICAL1
842,Q2L6I2;A0A1U9X609;Q8NE71;A0A0G2JIC2;B4DNU2;Q59F96;H0YGW7,ABCF1
843,A0A1U9X7J2;N0E4C7;Q5SRQ6;P67870;N0E638;N0E466;Q5SRQ3;N0E472;A0A0G2JM12,CSNK2B;CSNK2B-LY6G5B-1181;CSNK2B-LY6G5B--991
844,A0A1U9X839;A0A1U9X830;P18615;H9ZYJ1;A0A0A0MSN9;B7Z6T4;A0A0A0MT02;E9PD43;A0A0G2JI50,NELFE;NELF-E;RDBP
845,B3KQU6;A0A1U9X845;Q8IXM6;H0Y6T6,NRM
846,B4DW57;A0A1U9X8F2;A0A1U9X8F1;Q06587;B4DVB5;A0A024RCR9,RING1
847,Q15477;A0A1U9X8I9;A0A1U9X8J0;A0A1U9X8J1;A0A1U9X8J2;B4E0N1;B4DM01;Q9NPK3;O76046;A0A1U9X8J6;Q96BC0;A0A1U9X8I7;A0A024RCU1;B4DSY1,SKIV2L;SKI2W
848,A0A1U9X8R9;P14373;Q59EC6,TRIM27
849,A0A1U9X8W1;A0A1U9X8U7;A0A1U9X8U3;B4DNI0;B0UZZ8;O15213;B4DP15;A8K9A1;A8K806,C6orf11;WDR46
850,Q0EFA5;A8K9C1;A0A1U9X8Y9;A0A1U9X8X8;A0A1U9X8X5;Q2L6G8;M1SWB8;G8JLG2;D2IYL2;A0A1U9X901;A0A1U9X8Z0;A0A1U9X8X6;Q15517,S;CDSN
851,A0A1U9X8Y4,A0A1U9X8Y4
852,Q14676;A0A1U9XBE0;A0A1U9XBE3;A0A1U9XBC1;A0A1U9XBF2;A0A1U9XBB2;A0A1U9XBC0;A0A1U9XBD4;A0A1U9XBC2;A0A1U9XBD9;A0A1U9XBE1;A0A1U9XBC3;B4DYH4,MDC1
853,P49815;A0A2R8YGU4;A0A1V1FWM5;A0A2R8YGD6;A0A2R8Y7C8;A0A2R8YDR3;A0A2R8Y7X5;A0A2R8YDZ2;H3BMQ0;X5D2U8;X5D9D6;X5D7Q2;A0A2R8Y5F1;A0A386NCL5;A0A1V1G0E9;A0A1V1FGH9;A0A1V1FTF4;A0A2R8Y6C9;A0A1V1FWL6;A0A1V1FI06;A0A1V1FNX9,TSC2
854,A0A1W1GSK9;Q92889;A0A1W1GST9;B4DXD8,ERCC4
855,Q969N2;A0A1W2PPC3;A0A1W2PRZ8;A0A1W2PP57;A0A1W2PNP0;A0A1W2PPS0;A0A1W2PPR6;A0A1W2PPQ7;A0A1W2PP13;A0A1W2PQN1;A0A1W2PP53;A0A1W2PR92;B7Z3L1;F6W983;A0A1W2PQ52;B7ZAP3;B7Z1F1;B7Z1N3;A0A1W2PRH2;A0A1W2PPI8;A0A1W2PQ29,PIGT
856,O14653;A0A1W2PPP5;I3L4Z6;A0A1W2PRP7;A0A1W2PPG1;A0A1W2PRL0;A0A1W2PRC2;A0A1W2PS12;A0A1W2PQM3;A0A1W2PR02;A0A1W2PQ77;A0A1W2PPW8;A0A1W2PQP2;A0A1W2PR23;A0A1W2PNV3;A0A1W2PQE0;A0A1W2PS81;A0A1W2PQ38;E7EQ34;I3NI02;A0A1W2PPG5;B4E141;A0A1X7SBU8;I3L0K1;A0A1W2PRV0;A0A1W2PRE6;A0A1W2PPJ0;I3L1K7;A0A1W2PQ06;A0A1W2PRD0,GOSR2
857,A0A1W2PNV4;C9JEY1;C9K057,ARPC1B
858,Q9BQD2;A0A494C0T4;B7ZAC1;B4DQB3;A0A1W2PNW1;B2R680;A8K4S9;H0YJH6;P42226;B4DR42,STAT6
859,A0A1W2PNX8;Q9H3U1,UNC45A
860,B7ZLC8;A0A1W2PNZ9;Q15652;H7BXU7;A0PJE4,JMJD1C
861,Q9Y6G0;A0A1W2PP04;Q9Y388;Q5JY83;Q05DU0;Q0VGM7,RBMX2
862,D3DQT4;D3DQT3;Q6ZTE7;A0A1W2PPI7;B7Z5Y8;O75382,TRIM3
863,A0A384MTX4;A0A1W2PPZ5;P23193;B7Z4W0;A0A1W2PRL9;E5RIS7,TCEA1
864,A0A1W2PQ51;Q59F66;A0A1X7SBZ2;Q92841;B4DZQ7,DDX17
865,F2Z2I2;Q5W015;Q5VX20;A0A1W2PR17;Q16875;B7Z8A0;B7Z7U8;A0A1W2PNV9;O60352,PFKFB3
866,A0A1W2PRB8;Q9NVC6;A0A1W2PS27;A0A384NYG5;B4DSE1;E9PM72;A0A1W2PS69;A0A1W2PNW7;A0A1W2PRX4;A0A1W2PQ48,MED17
867,Q16637;E7EQZ4;A0A1W2PRV5;A0A3G6V6Q6;A0A3G6V326;B4DP61;A0A3G6V3P1;A0A3G6V713,SMN1;SMN2
