Protein IDs	Majority protein IDs	Protein names	Gene names	Reporter intensity corrected 1 SB45-LI	Reporter intensity corrected 2 SB45-LI	Reporter intensity corrected 3 SB45-LI	Reporter intensity corrected 4 SB45-LI	Reporter intensity corrected 5 SB45-LI	Reporter intensity corrected 6 SB45-LI	Reporter intensity corrected 7 SB45-LI	Reporter intensity corrected 8 SB45-LI	Reporter intensity corrected 9 SB45-LI	Reporter intensity corrected 10 SB45-LI	Reporter intensity corrected 1 SB46-LI	Reporter intensity corrected 2 SB46-LI	Reporter intensity corrected 3 SB46-LI	Reporter intensity corrected 4 SB46-LI	Reporter intensity corrected 5 SB46-LI	Reporter intensity corrected 6 SB46-LI	Reporter intensity corrected 7 SB46-LI	Reporter intensity corrected 8 SB46-LI	Reporter intensity corrected 9 SB46-LI	Reporter intensity corrected 10 SB46-LI	Reporter intensity corrected 1 SB47-LI	Reporter intensity corrected 2 SB47-LI	Reporter intensity corrected 3 SB47-LI	Reporter intensity corrected 4 SB47-LI	Reporter intensity corrected 5 SB47-LI	Reporter intensity corrected 6 SB47-LI	Reporter intensity corrected 7 SB47-LI	Reporter intensity corrected 8 SB47-LI	Reporter intensity corrected 9 SB47-LI	Reporter intensity corrected 10 SB47-LI	Intensity SB45-LI	Intensity SB46-LI	Intensity SB47-LI
M0QZM1	M0QZM1		HNRNPM	0	0	0	0	0	0	0	0	0	0	12158	14150	9980.1	12674	9753.2	2631.3	7647.5	8660.9	13166	15845	0	0	0	0	0	0	0	0	0	0	0	43830000	0
B4DLR3;A0A1W2PPS1;A0A1X7SBS1;A0A1W2PP35;Q5RI18;A0A1W2PPH7;A0A1W2PPL4;A0A1W2PP34;A0A1W2PQL0;A0A1W2PQ74;A0A1W2PRZ7;A0A1W2PQD4;Q9UEL2;A0A1W2PNG3;A0A1W2PPE9;A0A1W2PP22;A0A087WZF3;A0A087WVI9	B4DLR3;A0A1W2PPS1;A0A1X7SBS1;A0A1W2PP35;Q5RI18;A0A1W2PPH7;A0A1W2PPL4;A0A1W2PP34;A0A1W2PQL0;A0A1W2PQ74		HNRNPU	7553400	8148800	4215100	6475000	5473500	4779900	6458600	9154300	5536900	6997200	4584800	2969100	2800300	2685100	2184000	2378100	3042800	2755700	2393300	3201300	1850300	1369200	1472600	1334200	1143300	1237900	1232500	1413600	1363300	1610300	1170400000	2839600000	1728500000
B4DDB6;B4E3E6	B4DDB6;B4E3E6		HNRPA3	35395	44091	30224	24968	25932	30853	43146	41169	34832	33967	135640	48770	69838	65817	56988	43593	77667	77650	39215	74743	36935	26392	34327	30901	23010	21385	17177	38459	37511	21188	26753000	32597000	9419900
Q12771;B4DTC3;A0A024RDB4;D6RBQ9;B4E0W4	Q12771;B4DTC3;A0A024RDB4;D6RBQ9;B4E0W4		HNRPD;HNRNPD	140750	144360	110850	110900	103650	127980	164650	143340	107340	102790	0	0	0	0	0	0	0	0	0	0	385350	333910	354730	380080	219480	297470	253540	374310	278700	338290	167230000	0	188580000
Q5EC54;B4DFF1	Q5EC54;B4DFF1		HNRPK	101510	116660	67734	119410	71907	59368	112860	134870	80252	73791	440770	329090	308810	293850	230530	251690	333650	293590	217140	367420	114370	105240	89966	88914	93201	110090	73912	94941	72240	129240	511420000	690480000	626760000
Q7Z4Q5	Q7Z4Q5		HNRPU	43977	10966	0	15938	16791	0	38074	44115	36368	26809	83737	70043	53500	28927	21972	42813	85195	74024	63053	38934	67383	57189	55754	55695	70339	55973	44232	78149	63134	65643	35545000	87166000	75706000
Q15333	Q15333		hr44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A8K7Q2;Q96BE0;E9PS65;E9PM13;Q9NZ87;Q9NWW3;A4D110	A8K7Q2;Q96BE0;E9PS65		HSPA8	38845	40209	19094	36585	29892	17544	58142	57277	36696	42719	417490	104050	188150	354790	136140	228600	333710	234990	44415	156840	188500	134850	156410	184610	153070	100500	93709	203530	178890	61856	14744000	55208000	37469000
E9PK54	E9PK54		HSPA8	2683400	1862800	1333100	2445800	1973800	1042000	1669900	2005400	1564900	1220800	3719400	2697900	3593400	1893600	1973100	501920	1900000	1107500	0	1765600	0	0	0	0	0	0	0	0	0	0	919330000	825780000	0
E9PN89	E9PN89		HSPA8	13495	18007	5903.8	17386	11375	7859.1	14947	18933	12284	17588	19458	13410	20855	15358	12635	11424	17346	13194	7594.5	13858	0	0	0	0	0	0	0	0	0	0	33795000	58824000	0
Q96H53	Q96H53		HSPA8	101310	116450	36723	80413	86922	94760	57270	29984	104210	84842	16202	18327	36744	19597	0	49111	32833	30504	0	35030	0	0	35506	0	0	29151	14601	26212	0	0	88861000	0	22634000
B9VP24	B9VP24		HSPD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4R3N1	S4R3N1		HSPE1-MOB4	25359	22366	20101	12280	17629	12832	21248	19457	14592	19498	1032900	1045800	801790	884610	882400	559680	995150	1015100	561440	1328800	742830	498940	610610	705140	430290	516460	376540	739650	422800	829730	27519000	451590000	387830000
D3DUZ3;H3BM18;X6RHM1;A0A0A0MRB1;H3BR88;H3BVE6;X6RHR0;Q6K0P9;H3BR65	D3DUZ3		IFI16	0	3759.5	0	3720.4	2678	2246.2	3688	0	0	4851.3	5394.6	2061.2	0	0	3109	0	0	2600	0	0	0	2473	10169	0	0	0	0	11857	8874.7	2297.8	8903500	12101000	10351000
L8E9V2	L8E9V2		IFT172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0A0MS15;Q0ZCH6	A0A0A0MS15;Q0ZCH6		IGHV3-49	0	0	0	0	0	0	0	0	0	0	11841	9725.1	6079.3	10119	10760	3734.4	9713.4	8836.4	7143	10545	0	0	0	0	0	0	0	0	0	0	0	18744000	0
Q3B7K3	Q3B7K3		IKIP	409520	261940	123230	213060	217810	134940	254760	336510	261600	263810	487230	292250	168300	203590	122410	148280	296830	168320	231520	322720	208270	264170	196000	276920	190940	204430	196300	212430	305320	270880	211330000	477710000	365980000
Q5W005	Q5W005		IL2RA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C9J406	C9J406		IMMT	134220	111230	97044	80517	111630	111470	114680	128040	155920	134760	260330	141770	155270	210750	201970	105360	185920	181020	135830	203590	148610	117950	109300	100410	95675	102320	77642	127420	114870	96868	233330000	297950000	263730000
P0DPB3;B2RBH3;B3KU38;C9J366	P0DPB3;B2RBH3;B3KU38;C9J366		IQCJ-SCHIP1	0	0	0	0	0	0	0	0	0	0	38794	36596	37171	45678	33087	27510	51779	30212	23863	41529	14497	12377	13796	10360	4051.4	11135	6995.1	20342	14159	11777	0	16387000	6965100
E7ESP4;E7EMF1;E9PB77;Q71V33;A0A0X8AZ85;D6RG08;Q16183;F1C629;F1C627	E7ESP4;E7EMF1;E9PB77		ITGA2	43448	33769	32486	23601	24467	24063	33488	45074	25390	22737	62593	38551	50636	68191	34470	30334	35499	39553	31364	59509	52128	42619	46354	34822	43156	44268	42549	32485	28935	29831	56339000	96392000	84599000
Q8WUM7	Q8WUM7		KANK1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4R3Y7	S4R3Y7		KCTD10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A6PVU5;A0A087WY38;F5H697	A6PVU5;A0A087WY38;F5H697		KHDC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A4D1Z4;O43299;A0A3B3ISJ0;A0A024R817;A0A3B3IS81;A0A3B3IU94	A4D1Z4		KIAA0415	692700	740780	500200	637410	622310	445900	933150	991070	718560	671290	1906800	1423300	1524600	1377000	1142900	919690	1516900	1467400	842010	1824000	900610	792510	772700	812010	664740	566380	593710	887790	904010	887780	438310000	705750000	522440000
Q5W9G0	Q5W9G0		KIAA0638	0	0	0	0	0	0	0	0	0	0	0	0	3457.3	0	0	0	0	0	0	2672.9	10557	9568.1	13612	12965	13593	10026	7671	10822	14027	13473	0	19395000	12111000
O94968;D3DR43;Q5T925	O94968;D3DR43;Q5T925		KIAA0894;SORBS1	0	0	0	0	0	0	0	0	0	0	189480	186980	121540	174240	116040	121510	105320	136330	161060	208320	174870	112070	115490	124280	122320	162920	111040	118470	174140	166120	0	24140000	26691000
H0YBA8	H0YBA8		KIF13B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G3V5R9;Q7RTQ0;Q7RTQ4;Q7RTP8;H0YG16;H0YJK1	G3V5R9;Q7RTQ0;Q7RTQ4;Q7RTP8		KLC1;KNS2	0	0	0	0	0	0	0	0	0	0	26986	21239	17373	22761	20451	23517	23709	23818	17417	24615	20245	18520	26339	19491	16769	19670	22720	25364	26684	20106	0	3830100	2428500
M0QYN5;Q96JD9	M0QYN5;Q96JD9		KLK4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H7BY37;H0Y765	H7BY37;H0Y765		KMT2C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2443.3	0	0	0	0	0	0	0	0	0	0	0	2785300	0
Q7RTQ2;Q7RTQ8;Q7RTQ1	Q7RTQ2;Q7RTQ8;Q7RTQ1		KNS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H0YBW1	H0YBW1		LARP1	6697.7	9947.2	3474.8	7806.4	6175.4	6209.7	11749	7769.8	10525	11178	59622	49398	51022	41661	38972	50802	38298	52890	139380	46868	19468	12617	19205	20281	12995	12537	17030	15802	19672	21439	1562200	8970300	3433600
F8VY40	F8VY40		LARP4	90139	81124	69881	64310	52297	66717	45297	42515	53390	62774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14676000	0	0
H0Y4V9;A0A087X183;H0Y641	H0Y4V9		LARP4B	0	0	0	0	0	0	0	0	0	0	11223	0	0	0	31416	0	0	0	0	15482	0	0	0	0	0	0	0	0	0	0	0	17076000	0
H0YL54	H0YL54		LHX9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
W8QEH3	W8QEH3		LMNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59824	60944	68242	47632	41446	52607	45084	47968	41359	57402	0	0	152950000
A0A1P7ZIM8;E9PMP7;H0Y424;E9PK58;E9PJ10;E9PLU6;H0YE95;E9PRE3;U3KQE6	A0A1P7ZIM8;E9PMP7;H0Y424		LMO7	5733000	6285800	3795400	4998400	5866000	3956100	6871100	7605900	5209100	5077900	16521000	12708000	11272000	12570000	10409000	8487300	13677000	12348000	8207300	14745000	16673000	11515000	11621000	13066000	11091000	11491000	10762000	14871000	14988000	14974000	7615600000	14578000000	15240000000
E9PMS6;B7Z8W3	E9PMS6;B7Z8W3		LMO7	58286	40934	27706	37495	42891	29547	50760	48674	47621	34547	64920	93154	24175	75575	60500	72680	81682	46246	28266	85602	267920	123230	154940	196770	148950	198090	124560	170560	173860	209090	44357000	47288000	153680000
H0YDQ3	H0YDQ3		LMO7	10019	8617.1	4429.3	13736	6652.1	4532.7	9395.4	11795	8692.1	7470	9598	28901	0	11679	0	13846	32070	19587	0	14370	16094	21818	21525	12140	17740	20122	18455	21285	22819	18839	8172500	20178000	21903000
A4D198	A4D198		LOC392647	0	0	0	0	0	0	0	0	0	0	77357	42679	18761	72614	44367	56926	46514	65387	103520	54157	18974	16913	24057	24219	24200	17335	21295	26320	20809	20783	0	74753000	26688000
A4D237;A4D236	A4D237;A4D236		LOC393078;LOC392159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6ZRD9;A0A1U9X909;A0A1U9X900;A0A1U9X8Z3;Q86V94	Q6ZRD9;A0A1U9X909;A0A1U9X900;A0A1U9X8Z3;Q86V94		LOC554223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q0VAF8	Q0VAF8		LOC729862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L8E9X0	L8E9X0		LOC731605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A087WZF1;B7Z871;C9JXK9	A0A087WZF1;B7Z871		LPP	0	0	0	0	0	0	0	0	0	0	49634	39983	34021	43049	43335	30003	41020	57633	38857	64978	0	0	0	0	0	0	0	0	0	0	0	8582300	0
Q5TBP9;B4DQC9	Q5TBP9;B4DQC9		LSM14B	30940	28291	12162	18021	17312	20650	29220	29165	26376	22704	165580	154600	131270	152150	147330	106640	177600	168370	123960	159330	57851	38015	38938	40275	43895	26617	35619	56699	39227	36149	7124600	31346000	7628600
L8E7D1	L8E7D1		LY75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E7EPC7	E7EPC7		LYVE1	450920	342490	308510	300050	197800	143740	377500	600650	450340	175710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285250000	0	0
A0A0A6YYJ5;A0A286YES6;O94854	A0A0A6YYJ5		MACF1	145640	148700	89408	89789	145950	81758	150370	181720	151110	125880	586810	452200	369140	375350	395580	344820	428550	462660	234400	516970	256070	138770	224820	276140	178640	173960	151220	222570	194720	266210	66869000	205940000	160510000
E9PLY5	E9PLY5		MACF1	5636.7	7863.5	0	2985.8	4793.8	0	9012.2	7826.1	0	0	55982	37395	44862	14677	39015	27323	48519	68070	43316	7655.8	20000	0	26277	16947	13651	12779	0	36523	39335	42249	74821000	144500000	72107000
H3BPE1;H3BQK9;E9PNZ4;E9PLY0;Q6ZSD7;H0Y4F5;Q13696;H0Y6T5;B4E2T3;Q96IQ1;H0Y7I1;E9PS75;Q8WXY4;Q9H8U2;Q32Q32	H3BPE1;H3BQK9		MACF1	16069000	15022000	10000000	13145000	11722000	8801200	17482000	17634000	14681000	14264000	34636000	28327000	26467000	25461000	25676000	17829000	28126000	28600000	18238000	33358000	25010000	20970000	21184000	21221000	20788000	19154000	18912000	24325000	21687000	25228000	12372000000	19515000000	19027000000
E7ESR8;O15415	E7ESR8;O15415		MAML3;CAGH3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H0YKH9	H0YKH9		MAN2A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024R2V2;A0A024R2S1;Q6NX68;Q05D06;H7C456;A0A0J9YVV8;A0A0J9YW37	A0A024R2V2;A0A024R2S1;Q6NX68;Q05D06		MAP4	17020	12140	8743.5	17041	12976	7764.3	10542	16888	9293.2	9667	23871	25403	16634	19960	24128	8540	23137	18138	7356.8	16042	18725	15508	11730	15077	12828	9473.3	11548	18147	8868.3	14575	7521700	7242800	6501000
A0A0D9SEY1;A0A0D9SG62;Q53TX8;Q5MD60;C9J840;E7ETN6;C9J338;H7C3Z6;Q53TW0;I3L203;B3KM22;A0A024R1J5;Q53HE0;A0A024R1R7;F6V107;I3L1U1;Q9NRD5	A0A0D9SEY1;A0A0D9SG62;Q53TX8;Q5MD60;C9J840		MAP4K4	1746100	1579500	981210	1340400	1178100	910660	1874100	1886500	1578900	1459500	5801200	3573900	3647000	4081100	3751900	3078500	3824500	4424200	2918000	4424900	3288800	2556000	2508000	2860300	2344100	2134300	2184900	3177100	2614200	2528700	1054200000	2194700000	1340900000
E7EN19	E7EN19		MAP4K4	0	0	0	0	0	0	0	0	0	0	382620	272700	214270	298310	304190	218180	371090	430010	254030	389510	377210	245200	279740	268470	234860	315380	271760	403000	290220	398230	3254300	47707000	38884000
G5E948;G3XAA2;V9HWH3;B7Z3V5	G5E948;G3XAA2;V9HWH3;B7Z3V5		MAP4K4;HEL-S-31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8696.5	14946	0	21982	10409	10503	4325.7	16646	9478	19329	0	0	6916900
H7C4T5;B4DLS5	H7C4T5		MBNL1	9464.9	8413.4	4031.3	12564	9032.9	6927.5	11878	8957.1	13479	8430.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7284200	0	0
B4DDR8	B4DDR8		MED24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q5IRN4;Q05BX2;H0YM62;D6RG14;D6RB91;A0A0D9SET2;D6R942;D6RC63;D8L7E9;A0A0D9SFD0;A0A0D9SGI5;A0A0S2Z454;A0A0S2Z453;Q02078;H0YKY6	Q5IRN4;Q05BX2		MEF2D/DAZAP1 fusion;MEF2D	70198	49764	43437	54454	47606	46989	58085	74810	46241	62454	243310	170970	170460	173820	139210	141140	187410	189590	119120	204530	266090	189350	282960	249000	177880	229860	203610	314680	218880	320630	183400000	462390000	380810000
A6MUU8	A6MUU8		MIF	0	0	7682.7	13658	0	0	0	0	0	0	15404	13305	11274	14145	14416	5791.4	14018	18958	10605	12240	0	0	0	0	2509.6	3706.6	0	0	0	3076	8193800	10612000	6404400
Q70L73	Q70L73		MKI67	0	0	0	0	0	0	0	0	0	0	80066	61984	57724	58369	53923	48843	61763	67324	47046	76849	0	0	0	0	0	0	0	0	0	0	0	8408800	0
G1UI22;A8MQ02;H0Y8L4;H0Y948;H0Y8U8;H0Y9I0;H0YA98	G1UI22;A8MQ02		MLLT4	29552	20245	8094.3	15768	5664.7	9556.2	23040	26447	22263	22620	67304	30485	31079	32205	45272	23722	59968	33664	30330	53556	31482	17408	18595	20501	12766	18233	17109	23800	18198	21263	5815500	16531000	16755000
Q96C95;H0Y7R8	Q96C95;H0Y7R8		MLLT4	66828	61275	27060	49470	58360	32683	50872	72872	71861	67914	0	0	25892	0	16196	0	0	0	0	0	15683	10893	15095	16522	12770	19694	10595	16097	14032	18349	20295000	42399000	35162000
H7C052	H7C052		MLPH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B9EGI2	B9EGI2		MPRIP	84007	62323	50582	50886	83571	45298	90623	77502	64438	63912	530530	374830	347370	323350	289470	237720	355710	367930	156650	376390	431010	341500	301830	362750	273990	326730	398020	432200	310930	471680	94685000	178920000	191950000
H7C3G6	H7C3G6		MPRIP	14978	4722.5	9917	9855.4	9013.6	12266	16117	20951	11242	8498.2	22853	13308	20833	15562	11375	15038	19279	23335	7988.7	16992	0	0	0	0	0	0	0	0	0	0	4746100	6374300	0
Q6TGK8;A6NHR2;H0Y4J2	Q6TGK8;A6NHR2;H0Y4J2		MRPL37	0	0	0	0	0	0	0	0	0	0	9882.5	0	12093	0	8073.7	0	8712.8	20686	7396.6	9780.3	3821.4	6006.8	0	7883.4	4904.1	6691.8	2583.6	3022	8172.5	5895.3	0	30417000	16772000
V9GZ54	V9GZ54		MSN	30095	24356	21840	33838	26069	16345	46307	28116	33738	30364	63852	64605	54004	72885	53187	38283	64357	73107	66082	71105	36208	22066	20354	27468	32668	21020	24401	30151	21731	20136	16575000	49672000	24969000
H0YBJ8	H0YBJ8		MTDH	0	0	0	0	0	0	0	0	0	0	45057	30101	32921	27410	34597	22922	25633	38689	30386	34800	39032	19022	23380	27162	18301	16004	13198	24659	22135	29653	0	4877100	3059300
H0YF01	H0YF01		MTFR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A087WVM4;B7ZM99;B2RD24;H0Y327;Q5JYA8;Q4VXM0;Q4VXM1	A0A087WVM4;B7ZM99;B2RD24		MTHFD1L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40510	48377	50037	30827	62007	43119	18709	56454	36003	64910	0	0	7665000
F5H0M7;B3KUB0;H3BML0;H3BSB5	F5H0M7;B3KUB0;H3BML0;H3BSB5		MTHFSD;FLJ12998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6IBG5	Q6IBG5		MYL6	0	0	0	0	0	0	0	0	0	0	37480	25437	21006	31079	26560	17871	35878	33015	22883	36106	17656	12172	19500	12993	20819	20888	13470	22743	12600	23746	0	8517500	5035400
D3DTH7;A1L180	D3DTH7		MYO1C	0	0	0	0	0	0	0	0	0	0	66672	53979	47138	34438	41337	17969	41414	48424	41856	62200	0	0	0	0	0	0	0	0	0	0	0	14950000	0
F8W118;F8VV59;B7Z9C2;A0A024RBE6;F8VRJ2	F8W118;F8VV59;B7Z9C2;A0A024RBE6;F8VRJ2		NAP1L1	17708	12331	12024	16563	17841	15235	14245	14930	11368	13518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1314100	0	0
F8W543	F8W543		NAP1L1	0	0	0	2407.8	1854.7	0	4200.3	0	5967.4	3712.7	8420	5084.8	2334.1	12022	6510	6718.5	2754.6	13623	5349.1	4168.4	7234.1	4391.1	6167.7	6608	3068.3	0	0	6787.2	0	3291.5	14740000	29042000	17178000
Q05CW7	Q05CW7		NAT10	51555	50879	41880	53326	32436	33234	55405	51897	34526	60209	228970	65507	164150	121890	110770	114520	126880	148310	64319	168890	54934	79542	50646	65953	52803	58516	38945	60525	57437	76391	75289000	151880000	156970000
L8E7E2	L8E7E2		NBPF9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H0Y9Z8	H0Y9Z8		NCAPG	72523	57197	29905	41128	43382	27325	61760	68901	55359	58332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192580000	0	0
C9J470;C9JZP1	C9J470		NCAPH	0	0	0	0	0	0	0	0	0	0	23970	21068	18117	17827	28181	14346	20844	18765	10924	27572	0	0	0	0	0	0	0	0	0	0	0	13619000	0
L8E8P0	L8E8P0		NCAPH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L8EAF1	L8EAF1		NCL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C9JE98;C9J0Q5;C9J7T7;A0A384DVL6;C9JQE8	C9JE98;C9J0Q5;C9J7T7;A0A384DVL6;C9JQE8		NCOR2	734740	707280	432860	596450	669630	428460	823610	840600	585970	638890	1678500	1316700	1042000	1172600	1036700	859860	1299300	1252500	869250	1383800	1325000	966560	940730	1008200	997830	888970	897280	1201200	1205700	1135000	556050000	496480000	443660000
C9IZN5	C9IZN5		NDUFA5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q5JUU7	Q5JUU7		NEBL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024R5S9;H0Y8H4;A0A3B3IUC1;H0Y9L1;K7EKL1	A0A024R5S9		NEDD4	807340	768050	504800	616650	539910	397590	866950	914610	641500	697540	1968800	1301900	1293600	1428900	1258800	986980	1436700	1685000	965430	1676700	1119700	875210	864080	1095800	864260	903690	783380	963170	789060	989060	426600000	1034900000	647850000
B4DUN9;E7EUA0;Q5CZ93;Q86WF6	B4DUN9;E7EUA0		NEXN	609970	621280	346360	525440	507160	293920	514640	686960	463360	547810	196680	132290	128550	146170	113370	130000	169120	157370	104020	134810	361450	283790	260230	294730	195540	273690	254960	268800	291290	279780	64106000	137110000	153560000
B3KNF9;C9J715;B4DMW1	B3KNF9;C9J715		NISCH	38673	36913	32030	28363	28260	23513	37169	27951	33603	33735	66940	68540	39096	52768	71291	52839	71302	38283	39302	72923	151980	101580	108610	131930	153080	114890	124000	188670	143290	135060	24800000	25180000	71563000
S4R341	S4R341		NOLC1	36509	52959	39744	0	32841	27034	52518	43424	65201	36812	217340	137380	118540	73208	33442	122980	118890	85363	0	156690	67070	10772	115200	21499	40611	60215	0	64474	96892	32863	122990000	426700000	245870000
A0A075B6F9;M0R1K2;M0QX85;B4DUN3;M0R1T7	A0A075B6F9;M0R1K2		NOSIP	10150	10145	5787.3	7307.9	7231.8	5300.4	7720.2	12642	4003	3544.6	38691	28132	34399	28883	20743	15150	37045	32490	21440	33399	0	0	0	0	0	0	0	0	0	0	5394400	9797500	0
E5RI98	E5RI98		NPM1	32923	30854	18147	28217	31539	13044	23573	32899	27432	25895	73631	43636	51432	36109	47780	31767	45181	33487	33008	46577	100900	80296	87836	71134	42923	73988	87716	79860	41312	91597	72233000	130930000	112270000
F1DAL0;A0A0C4DG53	F1DAL0;A0A0C4DG53		NR1F1;RORA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6GZ70;Q6GZ72	Q6GZ70;Q6GZ72		NR1I3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q53FF5;Q53FE8;F2Z2K0;Q6ZQU3;G3V4V8;R4GMY2;R4GNE6	Q53FF5;Q53FE8;F2Z2K0		NSFL1C	356420	291660	198400	290600	262780	154840	337990	369580	264250	255630	626150	476430	497740	492940	492270	373370	547920	521610	232570	540280	394280	296460	285980	302310	227460	243360	216920	333890	216030	236820	151030000	268720000	185090000
B2RE29;A0A024RBG1	B2RE29;A0A024RBG1		NUDT4	0	0	0	0	0	0	0	0	0	0	8310.7	4113	2029.2	0	6489.7	4093.2	8164.2	6052.2	0	3168.9	24686	17035	18547	18937	13191	8213.3	12993	20194	17717	26422	0	15290000	18253000
A0A024R5M9;A0A087WY61;Q59HB8;A0A024R5G4;Q7Z757;H0YFY6;Q96HN5;A8K394;F5H4J1;Q3SYK8;F5H6Y5;K4DIE0;Q9UNL7;Q9UPG3;Q86XH4;F5H763;F5H0Z7;F5H3L6;F5H2F3;G1UI36;F5GZW1;F5H1L0;F5H4Y4;F8W6T3;F5H068;F5H073;F5GWK2;F5GWA2;F5H7R5	A0A024R5M9;A0A087WY61;Q59HB8;A0A024R5G4;Q7Z757		NUMA1	12606	7993	9946.4	12527	13666	11616	16441	18482	16648	13341	27887	21017	17549	21548	13903	32344	28366	25474	33250	29571	10254	6933.1	10439	13159	8519	6916.4	10082	8154.8	9929.5	13436	37015000	58370000	39571000
D6RDK6;D6RI08;D6RDK1;B4DND1;D6RIV2	D6RDK6;D6RI08;D6RDK1;B4DND1;D6RIV2		OCIAD1	7201.5	2492.6	2558.9	6655.5	0	0	0	2947.5	0	0	0	0	0	0	0	0	0	0	0	0	9079.6	0	5618.9	6370.4	0	4819.9	2162.6	6149.8	6357	0	2609700	0	2148800
